875,18:0.032258063554763794 245:0.032258063554763794 249:0.032258063554763794 672:0.032258063554763794 739:0.032258063554763794 752:0.032258063554763794 922:0.032258063554763794 928:0.032258063554763794 1080:0.032258063554763794 1082:0.032258063554763794 1160:0.032258063554763794 1595:0.032258063554763794 1619:0.032258063554763794 1868:0.032258063554763794 2252:0.032258063554763794 2324:0.032258063554763794 2532:0.032258063554763794 2563:0.032258063554763794 2641:0.032258063554763794 2692:0.032258063554763794 2701:0.032258063554763794 2974:0.032258063554763794 3027:0.032258063554763794 3086:0.032258063554763794 3123:0.032258063554763794 3148:0.032258063554763794 3275:0.032258063554763794 3288:0.032258063554763794 3403:0.032258063554763794 3472:0.032258063554763794 3599:0.032258063554763794
876,18:0.02857142873108387 94:0.02857142873108387 194:0.02857142873108387 220:0.02857142873108387 554:0.02857142873108387 566:0.02857142873108387 592:0.02857142873108387 733:0.02857142873108387 772:0.02857142873108387 806:0.02857142873108387 1001:0.02857142873108387 1192:0.02857142873108387 1221:0.02857142873108387 1222:0.02857142873108387 1614:0.02857142873108387 1634:0.02857142873108387 1798:0.02857142873108387 1842:0.02857142873108387 1913:0.02857142873108387 1936:0.02857142873108387 1983:0.02857142873108387 2093:0.02857142873108387 2143:0.02857142873108387 2216:0.02857142873108387 2266:0.02857142873108387 2494:0.02857142873108387 2576:0.02857142873108387 2641:0.02857142873108387 2683:0.02857142873108387 2699:0.02857142873108387 2858:0.02857142873108387 3243:0.02857142873108387 3403:0.02857142873108387 3599:0.02857142873108387 3634:0.02857142873108387
877,16:0.03333333507180214 32:0.03333333507180214 62:0.03333333507180214 149:0.03333333507180214 181:0.03333333507180214 717:0.03333333507180214 913:0.03333333507180214 1191:0.03333333507180214 1302:0.03333333507180214 1570:0.03333333507180214 1698:0.03333333507180214 1845:0.03333333507180214 1846:0.03333333507180214 1913:0.03333333507180214 2175:0.03333333507180214 2487:0.03333333507180214 2492:0.03333333507180214 2494:0.03333333507180214 2565:0.03333333507180214 2594:0.03333333507180214 2641:0.03333333507180214 2643:0.03333333507180214 2657:0.03333333507180214 2733:0.03333333507180214 2859:0.03333333507180214 2930:0.03333333507180214 3112:0.03333333507180214 3256:0.03333333507180214 3331:0.03333333507180214 3492:0.03333333507180214
878,280:0.03703703731298447 370:0.03703703731298447 545:0.03703703731298447 672:0.03703703731298447 1239:0.03703703731298447 1552:0.03703703731298447 1581:0.03703703731298447 1606:0.03703703731298447 1978:0.03703703731298447 2010:0.03703703731298447 2138:0.03703703731298447 2280:0.03703703731298447 2539:0.03703703731298447 2615:0.03703703731298447 2733:0.03703703731298447 2741:0.03703703731298447 2748:0.03703703731298447 2868:0.03703703731298447 2879:0.03703703731298447 2927:0.03703703731298447 2957:0.03703703731298447 3115:0.03703703731298447 3213:0.03703703731298447 3377:0.03703703731298447 3472:0.03703703731298447 3579:0.03703703731298447 3599:0.03703703731298447
879,65:0.029411764815449715 168:0.029411764815449715 278:0.029411764815449715 412:0.029411764815449715 494:0.029411764815449715 729:0.029411764815449715 763:0.029411764815449715 793:0.029411764815449715 881:0.029411764815449715 936:0.029411764815449715 1084:0.029411764815449715 1087:0.029411764815449715 1089:0.029411764815449715 1145:0.029411764815449715 1248:0.029411764815449715 1264:0.029411764815449715 1277:0.029411764815449715 1356:0.029411764815449715 1471:0.029411764815449715 1474:0.029411764815449715 1764:0.029411764815449715 1773:0.029411764815449715 1938:0.029411764815449715 2095:0.029411764815449715 2185:0.029411764815449715 2339:0.029411764815449715 2374:0.029411764815449715 2574:0.029411764815449715 2580:0.029411764815449715 2615:0.029411764815449715 2861:0.029411764815449715 3000:0.029411764815449715 3023:0.029411764815449715 3396:0.029411764815449715
880,18:0.02857142873108387 133:0.02857142873108387 280:0.02857142873108387 591:0.02857142873108387 755:0.02857142873108387 805:0.02857142873108387 808:0.02857142873108387 835:0.02857142873108387 876:0.02857142873108387 878:0.02857142873108387 1001:0.02857142873108387 1546:0.02857142873108387 1623:0.02857142873108387 1624:0.02857142873108387 1718:0.02857142873108387 1733:0.02857142873108387 1901:0.02857142873108387 1921:0.02857142873108387 2324:0.02857142873108387 2446:0.02857142873108387 2483:0.02857142873108387 2539:0.02857142873108387 2541:0.02857142873108387 2580:0.02857142873108387 2621:0.02857142873108387 2661:0.02857142873108387 2685:0.02857142873108387 2741:0.02857142873108387 2884:0.02857142873108387 2917:0.02857142873108387 2926:0.02857142873108387 2976:0.02857142873108387 3163:0.02857142873108387 3324:0.02857142873108387 3403:0.02857142873108387
881,22:0.02631578966975212 32:0.02631578966975212 112:0.02631578966975212 146:0.02631578966975212 222:0.02631578966975212 229:0.02631578966975212 553:0.02631578966975212 600:0.02631578966975212 613:0.02631578966975212 719:0.02631578966975212 722:0.02631578966975212 729:0.02631578966975212 1092:0.02631578966975212 1154:0.02631578966975212 1180:0.02631578966975212 1645:0.02631578966975212 1895:0.02631578966975212 1909:0.02631578966975212 1984:0.02631578966975212 1991:0.02631578966975212 2302:0.02631578966975212 2330:0.02631578966975212 2335:0.02631578966975212 2411:0.02631578966975212 2538:0.02631578966975212 2563:0.02631578966975212 2565:0.02631578966975212 2604:0.02631578966975212 2641:0.02631578966975212 2718:0.02631578966975212 2741:0.02631578966975212 2884:0.02631578966975212 2952:0.02631578966975212 2965:0.02631578966975212 3034:0.02631578966975212 3146:0.02631578966975212 3366:0.02631578966975212 3492:0.02631578966975212
882,18:0.0555555559694767 65:0.0555555559694767 177:0.0555555559694767 501:0.0555555559694767 643:0.0555555559694767 835:0.0555555559694767 1623:0.0555555559694767 1733:0.0555555559694767 1734:0.0555555559694767 1819:0.0555555559694767 1827:0.0555555559694767 1830:0.0555555559694767 2539:0.0555555559694767 2618:0.0555555559694767 2791:0.0555555559694767 2847:0.0555555559694767 2927:0.0555555559694767 2952:0.0555555559694767
883,32:0.032258063554763794 167:0.032258063554763794 294:0.032258063554763794 472:0.032258063554763794 532:0.032258063554763794 625:0.032258063554763794 637:0.032258063554763794 808:0.032258063554763794 925:0.032258063554763794 973:0.032258063554763794 984:0.032258063554763794 1051:0.032258063554763794 1160:0.032258063554763794 1244:0.032258063554763794 1339:0.032258063554763794 1381:0.032258063554763794 1445:0.032258063554763794 1559:0.032258063554763794 1566:0.032258063554763794 1620:0.032258063554763794 1699:0.032258063554763794 2429:0.032258063554763794 2517:0.032258063554763794 2599:0.032258063554763794 2663:0.032258063554763794 2885:0.032258063554763794 3102:0.032258063554763794 3124:0.032258063554763794 3239:0.032258063554763794 3427:0.032258063554763794 3561:0.032258063554763794
884,22:0.02857142873108387 254:0.02857142873108387 418:0.02857142873108387 629:0.02857142873108387 797:0.02857142873108387 800:0.02857142873108387 805:0.02857142873108387 899:0.02857142873108387 964:0.02857142873108387 1018:0.02857142873108387 1041:0.02857142873108387 1049:0.02857142873108387 1059:0.02857142873108387 1546:0.02857142873108387 1580:0.02857142873108387 1589:0.02857142873108387 1618:0.02857142873108387 1667:0.02857142873108387 1745:0.02857142873108387 2000:0.02857142873108387 2617:0.02857142873108387 2724:0.02857142873108387 2740:0.02857142873108387 3001:0.02857142873108387 3099:0.02857142873108387 3126:0.02857142873108387 3163:0.02857142873108387 3202:0.02857142873108387 3275:0.02857142873108387 3385:0.02857142873108387 3551:0.02857142873108387 3559:0.02857142873108387 3599:0.02857142873108387 3644:0.02857142873108387 3647:0.02857142873108387
885,28:0.02857142873108387 222:0.02857142873108387 280:0.02857142873108387 389:0.02857142873108387 459:0.02857142873108387 471:0.02857142873108387 553:0.02857142873108387 600:0.02857142873108387 729:0.02857142873108387 731:0.02857142873108387 912:0.02857142873108387 917:0.02857142873108387 950:0.02857142873108387 970:0.02857142873108387 982:0.02857142873108387 987:0.02857142873108387 1630:0.02857142873108387 1778:0.02857142873108387 1899:0.02857142873108387 1981:0.02857142873108387 2565:0.02857142873108387 2604:0.02857142873108387 2641:0.02857142873108387 2731:0.02857142873108387 2734:0.02857142873108387 2741:0.02857142873108387 2748:0.02857142873108387 2820:0.02857142873108387 3112:0.02857142873108387 3277:0.02857142873108387 3285:0.02857142873108387 3527:0.02857142873108387 3579:0.02857142873108387 3581:0.02857142873108387 3644:0.02857142873108387
886,22:0.02500000037252903 128:0.02500000037252903 295:0.02500000037252903 462:0.02500000037252903 552:0.02500000037252903 601:0.02500000037252903 621:0.02500000037252903 691:0.02500000037252903 731:0.02500000037252903 790:0.02500000037252903 809:0.02500000037252903 878:0.02500000037252903 984:0.02500000037252903 995:0.02500000037252903 1069:0.02500000037252903 1132:0.02500000037252903 1160:0.02500000037252903 1240:0.02500000037252903 1446:0.02500000037252903 1611:0.02500000037252903 1730:0.02500000037252903 1868:0.02500000037252903 2081:0.02500000037252903 2520:0.02500000037252903 2618:0.02500000037252903 2661:0.02500000037252903 2745:0.02500000037252903 2752:0.02500000037252903 2839:0.02500000037252903 2884:0.02500000037252903 2949:0.02500000037252903 3111:0.02500000037252903 3136:0.02500000037252903 3288:0.02500000037252903 3310:0.02500000037252903 3472:0.02500000037252903 3525:0.02500000037252903 3579:0.02500000037252903 3605:0.02500000037252903 3647:0.02500000037252903
887,87:0.04545454680919647 257:0.04545454680919647 313:0.04545454680919647 443:0.04545454680919647 546:0.04545454680919647 557:0.04545454680919647 582:0.04545454680919647 609:0.04545454680919647 1038:0.04545454680919647 1559:0.04545454680919647 1916:0.04545454680919647 2338:0.04545454680919647 2374:0.04545454680919647 2558:0.04545454680919647 2677:0.04545454680919647 2830:0.04545454680919647 2958:0.04545454680919647 3121:0.04545454680919647 3122:0.04545454680919647 3189:0.04545454680919647 3579:0.04545454680919647 3640:0.04545454680919647
888,50:0.03999999910593033 133:0.03999999910593033 233:0.03999999910593033 603:0.03999999910593033 799:0.03999999910593033 1034:0.03999999910593033 1076:0.03999999910593033 1149:0.03999999910593033 1160:0.03999999910593033 1302:0.03999999910593033 1476:0.03999999910593033 1604:0.03999999910593033 2239:0.03999999910593033 2305:0.03999999910593033 2339:0.03999999910593033 2396:0.03999999910593033 2436:0.03999999910593033 2563:0.03999999910593033 2591:0.03999999910593033 2618:0.03999999910593033 2891:0.03999999910593033 3205:0.03999999910593033 3228:0.03999999910593033 3277:0.03999999910593033 3513:0.03999999910593033
889,163:0.029411764815449715 225:0.029411764815449715 601:0.029411764815449715 696:0.029411764815449715 729:0.029411764815449715 731:0.029411764815449715 748:0.029411764815449715 752:0.029411764815449715 809:0.029411764815449715 822:0.029411764815449715 855:0.029411764815449715 902:0.029411764815449715 1020:0.029411764815449715 1519:0.029411764815449715 1593:0.029411764815449715 1611:0.029411764815449715 1652:0.029411764815449715 1834:0.029411764815449715 1936:0.029411764815449715 1984:0.029411764815449715 2143:0.029411764815449715 2258:0.029411764815449715 2356:0.029411764815449715 2436:0.029411764815449715 2470:0.029411764815449715 2544:0.029411764815449715 2563:0.029411764815449715 2601:0.029411764815449715 2752:0.029411764815449715 2902:0.029411764815449715 2916:0.029411764815449715 3130:0.029411764815449715 3484:0.029411764815449715 3640:0.029411764815449715
890,16:0.029411764815449715 116:0.029411764815449715 145:0.029411764815449715 186:0.029411764815449715 200:0.029411764815449715 762:0.029411764815449715 801:0.029411764815449715 947:0.029411764815449715 1089:0.029411764815449715 1205:0.029411764815449715 1280:0.029411764815449715 1373:0.029411764815449715 1554:0.029411764815449715 1613:0.029411764815449715 1628:0.029411764815449715 1797:0.029411764815449715 1830:0.029411764815449715 2039:0.029411764815449715 2191:0.029411764815449715 2230:0.029411764815449715 2448:0.029411764815449715 2504:0.029411764815449715 2562:0.029411764815449715 2657:0.029411764815449715 2683:0.029411764815449715 2822:0.029411764815449715 2991:0.029411764815449715 3136:0.029411764815449715 3447:0.029411764815449715 3489:0.029411764815449715 3560:0.029411764815449715 3576:0.029411764815449715 3604:0.029411764815449715 3624:0.029411764815449715
891,168:0.03703703731298447 244:0.03703703731298447 418:0.03703703731298447 620:0.03703703731298447 739:0.03703703731298447 816:0.03703703731298447 1034:0.03703703731298447 1213:0.03703703731298447 1255:0.03703703731298447 1492:0.03703703731298447 1543:0.03703703731298447 1571:0.03703703731298447 1909:0.03703703731298447 1966:0.03703703731298447 2085:0.03703703731298447 2290:0.03703703731298447 2490:0.03703703731298447 2509:0.03703703731298447 2563:0.03703703731298447 2683:0.03703703731298447 2686:0.03703703731298447 3019:0.03703703731298447 3310:0.03703703731298447 3322:0.03703703731298447 3336:0.03703703731298447 3617:0.03703703731298447 3671:0.03703703731298447
892,2:0.022727273404598236 95:0.022727273404598236 165:0.022727273404598236 200:0.022727273404598236 206:0.022727273404598236 451:0.022727273404598236 591:0.022727273404598236 592:0.022727273404598236 601:0.022727273404598236 629:0.022727273404598236 756:0.022727273404598236 806:0.022727273404598236 944:0.022727273404598236 1409:0.022727273404598236 1491:0.022727273404598236 1578:0.022727273404598236 1588:0.022727273404598236 1613:0.022727273404598236 1623:0.022727273404598236 1634:0.022727273404598236 1797:0.022727273404598236 1842:0.022727273404598236 1846:0.022727273404598236 1874:0.022727273404598236 1936:0.022727273404598236 2036:0.022727273404598236 2276:0.022727273404598236 2327:0.022727273404598236 2343:0.022727273404598236 2411:0.022727273404598236 2533:0.022727273404598236 2568:0.022727273404598236 2618:0.022727273404598236 2717:0.022727273404598236 2823:0.022727273404598236 2993:0.022727273404598236 3058:0.022727273404598236 3117:0.022727273404598236 3122:0.022727273404598236 3158:0.022727273404598236 3497:0.022727273404598236 3514:0.022727273404598236 3552:0.022727273404598236 3655:0.022727273404598236
893,1:0.0357142873108387 58:0.0357142873108387 65:0.0357142873108387 75:0.0357142873108387 114:0.0357142873108387 169:0.0357142873108387 247:0.0357142873108387 286:0.0357142873108387 327:0.0357142873108387 831:0.0357142873108387 865:0.0357142873108387 917:0.0357142873108387 978:0.0357142873108387 1177:0.0357142873108387 1582:0.0357142873108387 1737:0.0357142873108387 2123:0.0357142873108387 2143:0.0357142873108387 2172:0.0357142873108387 2216:0.0357142873108387 2310:0.0357142873108387 2429:0.0357142873108387 2457:0.0357142873108387 2539:0.0357142873108387 2568:0.0357142873108387 2604:0.0357142873108387 3190:0.0357142873108387 3564:0.0357142873108387
894,26:0.03030303120613098 54:0.03030303120613098 237:0.03030303120613098 380:0.03030303120613098 651:0.03030303120613098 878:0.03030303120613098 979:0.03030303120613098 984:0.03030303120613098 1005:0.03030303120613098 1210:0.03030303120613098 1364:0.03030303120613098 1532:0.03030303120613098 1599:0.03030303120613098 1619:0.03030303120613098 1738:0.03030303120613098 1797:0.03030303120613098 1842:0.03030303120613098 1984:0.03030303120613098 2081:0.03030303120613098 2319:0.03030303120613098 2324:0.03030303120613098 2340:0.03030303120613098 2539:0.03030303120613098 2801:0.03030303120613098 2884:0.03030303120613098 3107:0.03030303120613098 3205:0.03030303120613098 3310:0.03030303120613098 3579:0.03030303120613098 3605:0.03030303120613098 3644:0.03030303120613098 3647:0.03030303120613098 3664:0.03030303120613098
895,11:0.02631578966975212 38:0.02631578966975212 65:0.02631578966975212 179:0.02631578966975212 247:0.02631578966975212 328:0.02631578966975212 411:0.02631578966975212 599:0.02631578966975212 669:0.02631578966975212 699:0.02631578966975212 879:0.02631578966975212 900:0.02631578966975212 1155:0.02631578966975212 1266:0.02631578966975212 1274:0.02631578966975212 1398:0.02631578966975212 1559:0.02631578966975212 1610:0.02631578966975212 1987:0.02631578966975212 2072:0.02631578966975212 2124:0.02631578966975212 2319:0.02631578966975212 2372:0.02631578966975212 2382:0.02631578966975212 2539:0.02631578966975212 2565:0.02631578966975212 2618:0.02631578966975212 2741:0.02631578966975212 2752:0.02631578966975212 2870:0.02631578966975212 2884:0.02631578966975212 3067:0.02631578966975212 3288:0.02631578966975212 3313:0.02631578966975212 3400:0.02631578966975212 3472:0.02631578966975212 3579:0.02631578966975212 3644:0.02631578966975212
896,18:0.03448275849223137 213:0.03448275849223137 554:0.03448275849223137 619:0.03448275849223137 693:0.03448275849223137 749:0.03448275849223137 822:0.03448275849223137 1025:0.03448275849223137 1107:0.03448275849223137 1249:0.03448275849223137 1611:0.03448275849223137 1683:0.03448275849223137 2147:0.03448275849223137 2191:0.03448275849223137 2354:0.03448275849223137 2355:0.03448275849223137 2387:0.03448275849223137 2433:0.03448275849223137 2523:0.03448275849223137 2563:0.03448275849223137 2604:0.03448275849223137 2633:0.03448275849223137 2708:0.03448275849223137 2750:0.03448275849223137 2787:0.03448275849223137 3018:0.03448275849223137 3324:0.03448275849223137 3403:0.03448275849223137 3537:0.03448275849223137
897,38:0.025641025975346565 41:0.025641025975346565 179:0.025641025975346565 387:0.025641025975346565 598:0.025641025975346565 600:0.025641025975346565 613:0.025641025975346565 809:0.025641025975346565 816:0.025641025975346565 831:0.025641025975346565 833:0.025641025975346565 834:0.025641025975346565 898:0.025641025975346565 949:0.025641025975346565 995:0.025641025975346565 1108:0.025641025975346565 1502:0.025641025975346565 1541:0.025641025975346565 1610:0.025641025975346565 1899:0.025641025975346565 1904:0.025641025975346565 1912:0.025641025975346565 1931:0.025641025975346565 2010:0.025641025975346565 2143:0.025641025975346565 2298:0.025641025975346565 2374:0.025641025975346565 2411:0.025641025975346565 2429:0.025641025975346565 2565:0.025641025975346565 2691:0.025641025975346565 2741:0.025641025975346565 2752:0.025641025975346565 2884:0.025641025975346565 2935:0.025641025975346565 3213:0.025641025975346565 3472:0.025641025975346565 3541:0.025641025975346565 3554:0.025641025975346565
898,168:0.029411764815449715 173:0.029411764815449715 200:0.029411764815449715 349:0.029411764815449715 404:0.029411764815449715 450:0.029411764815449715 565:0.029411764815449715 812:0.029411764815449715 1040:0.029411764815449715 1103:0.029411764815449715 1131:0.029411764815449715 1540:0.029411764815449715 1613:0.029411764815449715 1618:0.029411764815449715 1620:0.029411764815449715 1874:0.029411764815449715 2276:0.029411764815449715 2521:0.029411764815449715 2539:0.029411764815449715 2680:0.029411764815449715 2861:0.029411764815449715 2919:0.029411764815449715 3058:0.029411764815449715 3092:0.029411764815449715 3170:0.029411764815449715 3288:0.029411764815449715 3324:0.029411764815449715 3514:0.029411764815449715 3525:0.029411764815449715 3535:0.029411764815449715 3537:0.029411764815449715 3541:0.029411764815449715 3552:0.029411764815449715 3640:0.029411764815449715
899,46:0.032258063554763794 389:0.032258063554763794 433:0.032258063554763794 519:0.032258063554763794 563:0.032258063554763794 615:0.032258063554763794 798:0.032258063554763794 865:0.032258063554763794 982:0.032258063554763794 985:0.032258063554763794 1101:0.032258063554763794 1262:0.032258063554763794 1516:0.032258063554763794 1546:0.032258063554763794 1978:0.032258063554763794 2298:0.032258063554763794 2388:0.032258063554763794 2436:0.032258063554763794 2521:0.032258063554763794 2597:0.032258063554763794 2615:0.032258063554763794 2731:0.032258063554763794 2740:0.032258063554763794 2851:0.032258063554763794 2915:0.032258063554763794 2926:0.032258063554763794 2927:0.032258063554763794 3088:0.032258063554763794 3333:0.032258063554763794 3552:0.032258063554763794 3564:0.032258063554763794
900,3:0.02380952425301075 168:0.02380952425301075 455:0.02380952425301075 582:0.02380952425301075 583:0.02380952425301075 584:0.02380952425301075 643:0.02380952425301075 645:0.02380952425301075 694:0.02380952425301075 729:0.02380952425301075 816:0.02380952425301075 939:0.02380952425301075 1089:0.02380952425301075 1172:0.02380952425301075 1569:0.02380952425301075 1685:0.02380952425301075 1842:0.02380952425301075 1874:0.02380952425301075 1994:0.02380952425301075 2143:0.02380952425301075 2201:0.02380952425301075 2276:0.02380952425301075 2298:0.02380952425301075 2388:0.02380952425301075 2429:0.02380952425301075 2521:0.02380952425301075 2568:0.02380952425301075 2576:0.02380952425301075 2604:0.02380952425301075 2618:0.02380952425301075 2868:0.02380952425301075 2891:0.02380952425301075 2941:0.02380952425301075 3016:0.02380952425301075 3034:0.02380952425301075 3058:0.02380952425301075 3151:0.02380952425301075 3163:0.02380952425301075 3437:0.02380952425301075 3514:0.02380952425301075 3554:0.02380952425301075 3631:0.02380952425301075
901,92:0.03125 114:0.03125 228:0.03125 269:0.03125 308:0.03125 565:0.03125 601:0.03125 637:0.03125 731:0.03125 798:0.03125 816:0.03125 1239:0.03125 1351:0.03125 2239:0.03125 2323:0.03125 2335:0.03125 2550:0.03125 2568:0.03125 2597:0.03125 2601:0.03125 2615:0.03125 2693:0.03125 2722:0.03125 2731:0.03125 2732:0.03125 2859:0.03125 2902:0.03125 3163:0.03125 3235:0.03125 3327:0.03125 3431:0.03125 3502:0.03125
902,44:0.03999999910593033 65:0.03999999910593033 169:0.03999999910593033 177:0.03999999910593033 253:0.03999999910593033 286:0.03999999910593033 609:0.03999999910593033 844:0.03999999910593033 984:0.03999999910593033 1011:0.03999999910593033 1110:0.03999999910593033 1116:0.03999999910593033 1225:0.03999999910593033 1312:0.03999999910593033 1868:0.03999999910593033 2093:0.03999999910593033 2191:0.03999999910593033 2239:0.03999999910593033 2241:0.03999999910593033 2335:0.03999999910593033 2539:0.03999999910593033 2715:0.03999999910593033 2952:0.03999999910593033 3144:0.03999999910593033 3213:0.03999999910593033
903,101:0.02857142873108387 130:0.02857142873108387 131:0.02857142873108387 169:0.02857142873108387 179:0.02857142873108387 206:0.02857142873108387 396:0.02857142873108387 507:0.02857142873108387 539:0.02857142873108387 541:0.02857142873108387 686:0.02857142873108387 805:0.02857142873108387 808:0.02857142873108387 1032:0.02857142873108387 1192:0.02857142873108387 1409:0.02857142873108387 1508:0.02857142873108387 1512:0.02857142873108387 1620:0.02857142873108387 1662:0.02857142873108387 1731:0.02857142873108387 2602:0.02857142873108387 2615:0.02857142873108387 2740:0.02857142873108387 2868:0.02857142873108387 2905:0.02857142873108387 3013:0.02857142873108387 3045:0.02857142873108387 3113:0.02857142873108387 3150:0.02857142873108387 3266:0.02857142873108387 3268:0.02857142873108387 3395:0.02857142873108387 3472:0.02857142873108387 3564:0.02857142873108387
904,13:0.02777777798473835 102:0.02777777798473835 418:0.02777777798473835 462:0.02777777798473835 627:0.02777777798473835 672:0.02777777798473835 729:0.02777777798473835 731:0.02777777798473835 744:0.02777777798473835 780:0.02777777798473835 878:0.02777777798473835 1358:0.02777777798473835 1434:0.02777777798473835 1513:0.02777777798473835 1514:0.02777777798473835 1784:0.02777777798473835 1987:0.02777777798473835 2288:0.02777777798473835 2327:0.02777777798473835 2641:0.02777777798473835 2733:0.02777777798473835 2741:0.02777777798473835 2752:0.02777777798473835 2884:0.02777777798473835 3090:0.02777777798473835 3226:0.02777777798473835 3243:0.02777777798473835 3288:0.02777777798473835 3322:0.02777777798473835 3462:0.02777777798473835 3491:0.02777777798473835 3515:0.02777777798473835 3569:0.02777777798473835 3571:0.02777777798473835 3579:0.02777777798473835 3664:0.02777777798473835
905,78:0.025641025975346565 96:0.025641025975346565 245:0.025641025975346565 294:0.025641025975346565 343:0.025641025975346565 371:0.025641025975346565 831:0.025641025975346565 833:0.025641025975346565 881:0.025641025975346565 944:0.025641025975346565 1072:0.025641025975346565 1083:0.025641025975346565 1093:0.025641025975346565 1251:0.025641025975346565 1613:0.025641025975346565 1748:0.025641025975346565 1797:0.025641025975346565 1854:0.025641025975346565 1897:0.025641025975346565 1899:0.025641025975346565 1981:0.025641025975346565 1987:0.025641025975346565 2143:0.025641025975346565 2240:0.025641025975346565 2324:0.025641025975346565 2618:0.025641025975346565 2741:0.025641025975346565 2818:0.025641025975346565 3015:0.025641025975346565 3058:0.025641025975346565 3071:0.025641025975346565 3073:0.025641025975346565 3097:0.025641025975346565 3126:0.025641025975346565 3230:0.025641025975346565 3429:0.025641025975346565 3574:0.025641025975346565 3579:0.025641025975346565 3640:0.025641025975346565
906,173:0.03125 468:0.03125 601:0.03125 816:0.03125 1037:0.03125 1102:0.03125 1147:0.03125 1183:0.03125 1290:0.03125 1516:0.03125 1627:0.03125 1690:0.03125 2043:0.03125 2171:0.03125 2210:0.03125 2329:0.03125 2389:0.03125 2565:0.03125 2615:0.03125 2689:0.03125 2691:0.03125 2717:0.03125 2803:0.03125 2818:0.03125 2897:0.03125 2994:0.03125 3230:0.03125 3277:0.03125 3288:0.03125 3413:0.03125 3472:0.03125 3527:0.03125
907,22:0.03448275849223137 143:0.03448275849223137 433:0.03448275849223137 519:0.03448275849223137 565:0.03448275849223137 917:0.03448275849223137 1019:0.03448275849223137 1059:0.03448275849223137 1073:0.03448275849223137 1101:0.03448275849223137 1262:0.03448275849223137 1284:0.03448275849223137 1351:0.03448275849223137 1364:0.03448275849223137 1555:0.03448275849223137 1606:0.03448275849223137 2006:0.03448275849223137 2188:0.03448275849223137 2298:0.03448275849223137 2387:0.03448275849223137 2436:0.03448275849223137 2604:0.03448275849223137 2731:0.03448275849223137 2899:0.03448275849223137 2926:0.03448275849223137 3053:0.03448275849223137 3163:0.03448275849223137 3232:0.03448275849223137 3579:0.03448275849223137
908,110:0.03999999910593033 169:0.03999999910593033 294:0.03999999910593033 418:0.03999999910593033 432:0.03999999910593033 776:0.03999999910593033 798:0.03999999910593033 881:0.03999999910593033 950:0.03999999910593033 1093:0.03999999910593033 1492:0.03999999910593033 1652:0.03999999910593033 1769:0.03999999910593033 1909:0.03999999910593033 2085:0.03999999910593033 2478:0.03999999910593033 2683:0.03999999910593033 2736:0.03999999910593033 2791:0.03999999910593033 2974:0.03999999910593033 3257:0.03999999910593033 3258:0.03999999910593033 3424:0.03999999910593033 3575:0.03999999910593033 3599:0.03999999910593033
909,22:0.02777777798473835 125:0.02777777798473835 151:0.02777777798473835 600:0.02777777798473835 609:0.02777777798473835 625:0.02777777798473835 729:0.02777777798473835 731:0.02777777798473835 805:0.02777777798473835 878:0.02777777798473835 940:0.02777777798473835 949:0.02777777798473835 973:0.02777777798473835 1016:0.02777777798473835 1040:0.02777777798473835 1068:0.02777777798473835 1089:0.02777777798473835 1154:0.02777777798473835 1194:0.02777777798473835 1210:0.02777777798473835 1239:0.02777777798473835 1282:0.02777777798473835 1599:0.02777777798473835 1624:0.02777777798473835 1846:0.02777777798473835 1932:0.02777777798473835 2565:0.02777777798473835 2618:0.02777777798473835 2683:0.02777777798473835 2811:0.02777777798473835 3035:0.02777777798473835 3122:0.02777777798473835 3232:0.02777777798473835 3288:0.02777777798473835 3310:0.02777777798473835 3377:0.02777777798473835
910,175:0.032258063554763794 197:0.032258063554763794 320:0.032258063554763794 619:0.032258063554763794 847:0.032258063554763794 1087:0.032258063554763794 1163:0.032258063554763794 1516:0.032258063554763794 1641:0.032258063554763794 1685:0.032258063554763794 1936:0.032258063554763794 2335:0.032258063554763794 2338:0.032258063554763794 2502:0.032258063554763794 2530:0.032258063554763794 2541:0.032258063554763794 2568:0.032258063554763794 2576:0.032258063554763794 2592:0.032258063554763794 2638:0.032258063554763794 2641:0.032258063554763794 2657:0.032258063554763794 2718:0.032258063554763794 2837:0.032258063554763794 2868:0.032258063554763794 2913:0.032258063554763794 2930:0.032258063554763794 3014:0.032258063554763794 3122:0.032258063554763794 3184:0.032258063554763794 3494:0.032258063554763794
911,6:0.02631578966975212 65:0.02631578966975212 174:0.02631578966975212 247:0.02631578966975212 334:0.02631578966975212 380:0.02631578966975212 565:0.02631578966975212 579:0.02631578966975212 600:0.02631578966975212 696:0.02631578966975212 752:0.02631578966975212 816:0.02631578966975212 822:0.02631578966975212 995:0.02631578966975212 1068:0.02631578966975212 1095:0.02631578966975212 1102:0.02631578966975212 1364:0.02631578966975212 1443:0.02631578966975212 1610:0.02631578966975212 1622:0.02631578966975212 1665:0.02631578966975212 1721:0.02631578966975212 1982:0.02631578966975212 2086:0.02631578966975212 2143:0.02631578966975212 2185:0.02631578966975212 2342:0.02631578966975212 2565:0.02631578966975212 2570:0.02631578966975212 2576:0.02631578966975212 2618:0.02631578966975212 2854:0.02631578966975212 2923:0.02631578966975212 3016:0.02631578966975212 3196:0.02631578966975212 3407:0.02631578966975212 3429:0.02631578966975212
